student_id,hours_studied,sleep_hours,attendance_percent,previous_scores,exam_score
S090,3.554428959243141,6.6403122383305035,39.78941620052935,94,35.87235130001098
S182,8.888239319901972,9.657587401998592,71.88096077196016,74,31.135677976112607
S056,6.862816441175186,7.17875853340239,45.73905467984211,50,37.03985758051015
S050,3.3250596041642733,3.2338541394005516,78.99463600250643,52,9.24524030565668
S115,7.147725476760475,9.785727081903307,46.743774009581585,66,17.751398115504735
S047,-0.4488205566915142,9.70814337316468,65.1516868395325,98,55.23697746809509
S082,12.506531259873446,6.161339664545878,52.81219723228916,46,47.43275429684788
S002,14.415373808816184,5.2089964709658485,89.75290310126857,56,32.95793915923672
S097,12.835835371565466,7.111571413295852,50.35802459780447,107,21.10962859155393
S020,14.20365802749604,8.385694848248061,68.48755140841655,39,49.13287461278588
S075,6.545438784832234,7.480957657197464,84.86901830963558,89,56.45680866378662
S111,6.569659364076668,5.582635326442409,54.894517818482036,61,24.6767249554762
S134,8.277419309847238,4.549661620139245,57.655475347779685,74,40.5437829078669
S169,13.091599442473584,7.93567999074514,47.61341137212253,105,47.99326501187365
S012,7.841496246285056,6.917986180316008,70.6605648324153,79,25.974353780024234
S135,7.800727456470247,8.546885388904125,63.53732884220659,59,16.413593034722773
S025,3.5798272120996906,5.59956364880521,54.63898001234021,103,21.776884813441114
S146,8.136197468760157,7.567683872666128,55.349486183726455,73,22.191064727146866
S009,0.8740453133381876,7.289433981956772,75.68483084626452,55,45.289072727606616
S110,1.6766614970390745,6.746902814621341,63.40856955854923,82,29.89599217570508
S141,2.0474903124627755,7.4940023769895285,82.37324690067723,63,51.42360195720614
S120,10.62437139859432,7.737779832008387,88.84971215972763,99,33.77390554451345
S136,11.318999097274409,7.321569316279079,62.8527416951258,44,52.388125585750785
S026,4.788899572475794,8.482870648809273,83.54003491650678,94,17.389792944556046
S006,4.266990320131876,9.900315397683034,56.26246978649165,64,55.28664833980251
S173,15.37421948684942,6.267360752688753,79.54892400042968,99,44.0187455046125
S088,13.436578462177696,6.4270594986407605,75.19677132092795,47,51.59217358178141
S084,16.007084547534518,9.769113903289828,70.29132262258963,67,37.875086738956476
S184,13.994563187793208,9.390204300614053,78.08081460474712,85,38.10231424013512
S045,4.926741888457656,4.905836109923796,59.29529468338347,95,17.189262257721275
S122,3.3262547589688527,8.876364703643764,96.38867678023945,34,16.347460211430075
S005,10.687754235721194,5.361399658911169,76.8614792060015,56,46.144131441550186
S022,15.10277419840322,6.255246831817352,68.83241626226315,72,39.079463624881235
S011,15.075930447288265,6.825047307303917,38.49813584632126,25,16.39866354142175
S170,15.882720891409239,7.460556397674933,74.3572844335381,73,37.80424220450037
S182,7.681546700429635,9.399593590689289,108.00012513566828,57,26.928205105721826
S100,10.229443107410027,10.063123450670577,47.28710167084008,58,42.98774039632549
S161,15.502582806628586,7.300062447250617,100.31542185148967,65,20.17475317398491
S032,4.536106821658843,6.963802557764041,71.5683676414847,65,33.72338505559967
S180,9.061088764943976,10.461863880734114,46.31958775696018,58,38.59410845754808
S164,12.38578657197161,4.8939493110804335,77.16637853056697,101,47.512369037293915
S053,0.5025368634672485,10.034197717342536,67.85053016578051,61,43.991788284852824
S054,12.769643285938264,6.703306435581556,36.43659552825068,43,7.477143391136607
S117,6.748956134061427,6.575112616065814,70.95288766498447,79,48.851699300017344
S144,12.36075868138067,8.566129825775155,74.0552846351419,103,26.133865842818025
S163,7.97092328480295,8.554493421760137,68.74671959117109,82,34.74888412501863
S061,1.0697972893990202,4.7603375549271485,89.73654966436563,91,39.39947287546692
S091,13.369006440253674,6.940905983449822,67.91516884541497,35,32.76782626963422
S157,8.021466342343805,7.415844166500104,90.8353273365898,46,50.10606826055458
S175,13.360433235839206,8.498293213240384,42.0600821900949,90,43.79285504173195
S043,10.796799505957594,10.083683882478567,55.95651615947002,79,35.41684006566029
S086,7.36993087387372,6.609216547122866,95.04499588190247,89,17.42033086667425
S010,1.5636532986808862,3.859541312022351,64.29817404550906,56,53.077367244126066
S105,6.305709062658999,6.602464276784059,82.48554018253618,66,39.161558427087265
S184,7.263064785685599,8.628907128240265,35.18237221716137,92,43.77623711745046
S013,7.196453207129128,5.135058461236236,104.90170254344842,69,51.088652317530475
S052,5.623788373239455,5.617721683916705,87.08705871358295,62,49.45924138691784
S174,7.5799028086175255,10.647108961506465,64.15065286073244,100,30.590421545597835
S110,8.950399536551501,7.400069008706975,45.69853370389034,106,22.574042751401933
S146,3.96458082216933,9.100985468644883,89.08921934880236,37,59.40908649732984
S168,12.093650770276659,8.557179276888945,68.82795265871516,63,48.96313142205597
S122,3.5029083444715945,7.7179959081227345,49.7790446789281,104,38.443493846239875
S124,12.308133678370105,7.2316944068785505,71.48923800299673,74,48.510593362195024
S066,8.961768294681033,7.300772613530589,33.36437243758978,78,47.35327415692922
S166,14.743642377361708,6.046031336394394,63.64626589164099,44,20.779989628283705
S134,-0.3244235181366637,7.225987098675157,79.82491274001714,79,39.45140443640141
S113,7.614765890149359,9.416770662616269,74.45244041793536,33,31.546843010140122
S158,7.893130652397753,3.997126451692283,47.17771386769509,109,28.42968534113968
S010,12.73209330241392,7.01682462479323,33.66078693381833,80,43.38647444280366
S200,14.689931942170396,9.732837986148498,68.40935612070002,79,37.29621924340315
S034,13.688139263122117,6.578560358186964,70.95201811419125,63,26.928498171704113
S014,0.5949998034002171,6.471841033675522,90.47361886486676,58,33.86748079573749
S017,3.512288231604126,5.826846674307356,59.25197174528838,47,36.57636737706744
S040,12.696808126071957,3.6203967557094603,43.94521302601399,72,42.561517373533235
S168,13.096113470052732,3.962604447227686,78.21197087816805,68,19.125842525812434
S128,7.6730934802777995,10.096014361794076,113.21362002247326,51,54.95301084684898
S143,8.772797678026071,9.913523085020454,73.41335660881431,57,25.96317082305668
S158,8.739672039021944,6.617499907610009,64.07553269285542,105,30.214922077520132
S032,5.730798236341087,7.397004222027,70.88703805405916,66,41.3973661440417
S178,3.5562561552021434,8.490830954945144,40.51829728964398,86,48.57812563713156
S131,11.868650088181703,7.57660207039119,78.37319199543836,90,46.84710862456163
S127,5.133756536928384,10.480617403024077,90.74346052609687,71,16.490087570034643
S151,7.2053254276863345,7.01957049491129,53.89559881668928,77,23.772214008902324
S074,10.03677307921124,8.516209857860567,53.37932540294154,93,40.44694058452816
S009,6.58211469043296,5.923129815701627,89.06686664648784,73,52.519175940087734
S148,7.982238651005316,7.314941100640201,82.1216539065145,73,34.34933336009673
S162,7.895937878492953,10.731206982361106,53.81979175943503,105,49.46045206029194
S020,2.4656823942297432,8.518181289608727,71.75807038715597,86,27.02257873722042
S184,2.6928991444968724,9.308815638063951,82.01125023467982,26,49.19311149628663
S029,3.5118069311362032,6.705818714727713,76.81373742333146,76,35.798736202475034
S068,6.7387810990937655,7.75893401483827,47.56342592730173,56,55.538757026411176
S104,6.934536229341223,7.7917736899531915,73.965932858647,86,52.540277656868966
S041,2.6252575195788785,6.339184262879827,57.99811889049739,64,22.602319352799285
S116,1.9630767617705853,8.686312720447757,94.18958620084679,72,34.17600641728509
S020,7.426735548484025,2.6614690665964007,93.25073523603646,90,36.26789466415212
S115,1.589374948436572,6.064350014623595,53.01069427956431,60,17.903298588303933
S047,17.063662149499596,9.832729409479377,48.78069111043277,82,28.396121470559343
S144,7.236539855185472,6.642377424685135,60.89828690606132,60,23.897912627401254
S142,5.687933396744555,8.70939229030533,106.23846973274091,69,21.26602790392269
S150,11.907975075958682,6.662065861237815,79.3128669982745,45,22.593234994411354
S006,3.253022930375833,8.774534039684795,68.62258058915923,48,19.150238649078855
S084,2.4998042923560226,6.252715073385471,83.50237433834918,61,31.31768220214496
S056,10.590800768669885,6.285895701576806,93.79444960400174,106,40.30573307722832
S052,7.840697717302789,9.384369751553383,78.85387565095756,97,50.12386367086431
S144,3.825288461979176,8.086294522858179,110.84998953731368,66,41.95214545288781
S160,2.6204132559168927,6.4646883862808435,72.77075048510304,98,20.44029463790456
S051,3.7087910606311314,7.4300891325595515,82.08690082646129,64,25.53345808682442
S138,10.33362955147643,7.556364898701575,38.089174919562126,40,49.84783324647756
S139,6.02452370190709,8.549808516365381,56.11802036336999,96,21.53503073347254
S167,11.02733326078206,8.6337770868494,53.34698775430854,89,42.17748721882013
S105,7.01075696356542,6.718840022796091,75.74730713397066,56,34.08052903935476
S057,8.439912738114014,7.731204245637269,86.9761857600478,75,45.95218506092974
S165,3.2584361089418605,6.989345751807543,54.26481582217115,53,46.534605915579775
S101,8.599357584428619,6.080329469938406,75.02977073047602,31,50.62161565239999
S149,2.963399081554066,10.10619462061217,33.611546206023405,55,29.747252380308524
S120,6.53202305266009,10.586288961448462,66.57408351020837,62,53.035928746315165
S140,5.966966882671205,8.04990168427648,69.3639406817706,66,40.530272174769934
S142,4.936934701595459,8.283157541078982,57.279441442482764,76,38.003461096274904
S007,5.835004769695702,4.031580403252711,48.722501413932314,97,33.636086721724716
S148,8.754467164111585,8.044992040499299,85.62790949385237,52,46.005866553376634
S038,9.294576545919531,7.584697474061503,79.18288486848687,38,27.547891963108714
S084,0.7942850251008964,7.464076569816242,65.1087688353758,53,34.33725896706539
S157,4.875111192830937,6.023554165810532,36.94592110307889,49,51.24050466221587
S047,2.081242799673289,8.271717477859324,63.75490347999828,53,27.982382866394467
S159,6.190421858194645,3.984563172280282,81.15128027825723,75,13.466007982267818
S179,13.316818103403715,9.52956423200004,69.3534882150992,57,59.22020337052298
S188,5.9515807242062095,9.653075340970123,77.39262698701312,37,39.96678276142818
S019,0.4981007782914313,3.2356826997292862,47.43327164709048,54,34.80635256046989
S167,15.621630424205858,5.725578897689386,93.7068826690499,105,44.78255659841404
S008,8.191351947145037,9.243553903600588,99.83583468739243,48,42.875703047195884
S095,8.200500124370826,6.8986331898667865,62.06973977783066,72,30.415493344377772
S126,5.0941354999638655,9.229990376353529,50.24645971002063,55,27.904832674759703
S130,11.342113591849536,3.7157909262466804,65.270786161671,92,22.58914366466557
S135,8.606092433753469,8.398726901931804,60.96717132109177,25,26.336761192743033
S126,7.400795146608958,6.589792403422111,75.69631091916106,42,41.33191648642381
S115,6.380628837019453,8.392313278518055,70.94979561511076,86,57.737102415238745
S128,2.835561753094577,4.0270238468320665,94.1684516639045,46,36.132817295623596
S192,14.420004973450855,4.531019221066088,61.75618593992532,108,28.938323083598572
S128,4.639619867233442,5.1046489583533585,93.19628123001459,60,36.902506734852935
S048,12.953530750852178,7.97318196055306,79.6169987792386,61,22.207742517423924
S190,0.6664467689394593,4.195437723228299,70.35641307819765,63,39.806878497051
S020,3.53089127642318,8.221248483943828,84.19566381813449,63,23.79656682150823
S017,8.848516711036691,8.921622491996942,94.20702736903654,58,31.747103141810168
S016,0.48995499856522384,7.824342066858927,66.97646349648417,104,31.214297026151996
S061,2.695507471294381,7.853367978916155,59.98670024216171,57,41.52782058341424
S130,11.86285180393334,7.516274310968919,83.23878976645891,69,32.98083941072639
S178,8.905453861485197,3.2358562057172526,86.89877582333793,111,30.073940905259175
S037,6.592231732225606,9.66551483112405,56.57911718858402,69,30.1591549996485
S041,0.04035482518099398,6.571959554371141,73.60307876108732,45,28.382170175006166
S015,7.4988591798242705,6.717857553469631,94.85560371650016,97,36.26527118374364
S044,6.379000100630575,9.8910975801934,74.87318800643689,87,39.466956457537755
S159,6.621759008263751,6.887353220199703,87.01426253504148,99,27.886552935911403
S062,9.022513519791486,10.226947901693515,99.01925455446448,112,29.051311936907567
S019,3.076745241731977,5.798879907130043,70.98616025210589,55,46.066733470160244
S007,9.980773773278688,8.651638631612077,105.14202722873891,65,53.43733931675054
S011,10.578035899742373,4.256827708282787,78.89287512890226,87,28.230013081506463
S028,0.8873596916984963,9.643710651495168,91.56896497319926,108,23.759126718213018
S115,15.107629245958524,9.707253178952286,113.87545521718317,79,51.44647435003515
S063,4.367129529835077,7.099003067209598,41.57720690963386,47,22.33773771904605
S192,11.953155735694692,6.674943772498608,74.06221059859324,64,24.117138513016126
S047,5.643861431373049,6.4079048966139105,74.48248494683736,35,21.848047904086904
S173,7.1532234095861815,8.62370044319903,57.784220562507116,108,25.10438876997729
S102,10.244960815224026,3.465501983934492,64.24794776207025,105,34.24824652377213
S145,9.506303044982333,9.96334433045176,65.53418154087699,70,53.49613776243655
S160,8.678711789670878,8.989105871005375,75.13696186198402,55,36.99857729375257
S079,5.081950134874495,6.765255411143156,83.54125540442806,90,37.31854908993375
S130,8.830304066389981,10.618215602202586,78.61792296633978,84,30.244902893835462
S050,6.942012764882011,10.269162348871424,53.54895444106055,75,47.15083802299459
S082,0.7695437707640496,10.128529039201755,56.70889435474577,49,58.76890096277502
S198,10.131494211550196,6.417244650470364,46.54137076457303,82,40.57345891742694
S088,10.71010049069629,8.04880469412585,79.19475658996441,63,26.697610757684814
S103,15.011490896945798,6.122842743023798,79.03213626163296,82,44.287631718255156
S071,15.882042809037184,7.546101464247957,87.17421748585816,60,21.606872630435888
S007,5.675654148218028,9.540187667431374,68.82153633207177,78,32.65853356401868
S073,13.95842687849136,10.120822375314503,37.55474391610696,85,54.43344569806429
S144,15.085459641220385,6.118684052699735,48.72909448982419,82,35.827099240731
S080,14.623954284593758,9.172486061662752,59.0686692528663,52,45.85737478293341
S166,15.928358999686674,9.55774207049872,56.98416525985857,93,20.443274728162194
S182,8.952002234437181,4.854263141864556,95.81340579381398,55,16.443886808532728
S106,8.333747067478923,5.88736748440361,45.31787963297283,101,35.43621266365066
S180,12.703114161669863,3.6694104622500885,54.15743485545603,61,18.439370835822515
S194,12.965772990134786,8.967343119153174,86.65826666865644,64,13.534776141734405
S090,13.371951870407862,5.844191835094248,46.0416780046082,38,32.88946692729212
S032,4.9644377580174925,8.554854062902173,76.21618808528123,83,42.36943221624666
S089,2.5870102236592283,8.170003460984587,47.733262306814915,64,30.304429781302055
S101,15.363764059990366,7.875984784117593,70.38203590920273,85,39.102951488914776
S005,3.8229310089810045,6.404581986535078,109.51625909706905,59,30.979882257024308
S023,5.9589034467639905,5.204997363445448,55.617912445063155,50,21.44561887425742
S061,5.3319739895863965,5.881394710170326,64.08968778521402,67,16.643237653476337
S186,8.853357459802305,8.04857725288831,67.30801386244937,86,36.05296153308641
S172,12.588744469084103,7.17911927563681,108.10260464409838,68,25.01631116496096
S126,15.058528509640624,8.35966636145236,70.2481658152124,112,57.958129963813946
S023,-0.6934922974242741,10.33642788910711,84.6942187209831,64,47.75466794179159
S194,7.1194416997643,8.014506347451245,60.52971534577955,48,13.897073465732326
S076,7.015483419451018,9.974429781617737,65.26591958332855,69,45.87509073718237
S156,4.180374479467126,6.860667696182001,61.672362236908846,102,30.21770817679933
S117,6.978280687666882,6.705517837497512,53.41374122105286,106,36.364299388504676
S182,7.67494072039702,7.047916582726672,84.15756992293197,95,32.18912476067699
S095,3.9597210555137785,6.522938232845485,52.11538653065264,101,47.27853987460501
S057,9.163619740347984,5.232338508194445,80.97636184705837,59,37.28506796827696
S128,11.068397592135495,4.3395888114439565,78.74807664939684,94,27.62519859180646
S020,0.14682606453151203,9.893507524500471,63.57063190702288,86,30.00576130735575
S009,7.132762015417077,9.355856375499197,85.40881431550532,89,52.539977298461245
S054,8.286918235635063,8.460224470196057,66.39810132180742,64,15.935193763035251
S026,0.7375209838359216,8.283373772694274,76.7530225369157,52,46.195764655060124
S175,6.587642680801787,8.153107192563787,79.16998404889692,64,48.68388789760492
S001,0.19061359648570564,6.850879126475441,34.58657576988853,99,33.162039360361796
S118,11.78192001743088,7.569447021465422,69.62158138618088,50,22.56880163741598
S121,6.953996066891936,5.466673583841052,77.85472437712015,38,15.868716774303028
S143,15.484143639247367,9.748119988785438,48.74533179386721,93,35.05064580588161
S027,2.815193428769849,6.565478143056181,66.45456142965966,75,38.23477117084541
S170,6.010563086369677,7.349489432047364,69.49475418391606,109,38.06044440775704
S178,16.05328236311354,9.620226131979441,93.80062285958469,54,33.8417902188639
S162,7.800288096827588,7.403351634159697,67.17973985800582,32,42.128483995334925
S029,16.16587516213932,9.681836277711893,61.88183880755801,84,34.638429903052405
S068,10.653000072825485,6.603525669225918,36.48724199265383,56,53.40784690883883
S196,5.162643165455336,8.573524821090817,81.62999678898002,80,41.23200810345513
S073,7.40677993741707,9.759635630374172,85.14171207489316,83,38.87241797952524
S084,14.082970491141452,9.319064760272425,60.432622933326314,72,53.619722420355046
S071,5.328892704436014,5.766121601472744,108.78520250981227,45,31.09004533764453
S148,6.783847004332554,8.308816006151313,84.73008540148837,69,27.380030930979608
S167,4.577176557985643,9.980114074967398,54.14352966654384,89,35.92349474701604
S114,6.929965870437582,6.534744585689657,76.31344356354498,102,44.86663052011174
S040,15.689300217785092,9.121001486425094,98.60521883141209,82,28.032636089698855
S084,5.393078361286445,3.8511939389412877,81.06893726355213,55,57.54650866730119
S185,0.1201980499724522,6.172739626659251,76.31869462701859,79,47.16353051432249
S118,6.728798660669458,10.048696341756408,81.82655135462738,33,50.20500691734274
S034,2.481553426389047,6.617470917311536,68.56346118526058,31,24.78036394489837
S169,11.844318643511603,4.130865156393431,75.99175887549339,50,31.85365511409011
S055,16.32115166507845,8.384069425314634,71.45167479867699,57,51.5114100943614
S194,13.268024851856563,5.679514319389451,66.19020171230984,111,42.886918992434346
S039,4.534632888803571,7.590945377296614,45.24778873066812,64,40.58650036253834
S007,9.789024539364654,6.575150136705411,83.62994636740501,47,45.16418934056266
S052,7.883808361060861,6.514902206620605,86.08751943400495,83,47.99340810620452
S093,2.469779126032915,8.999081643049388,55.323261301792414,83,33.263224026484025
S032,6.452345886517357,9.63979467490027,108.47731437331194,78,16.432438437683945
S163,3.672309332270438,5.593141379778151,87.39033856935279,67,43.454659657893494
S142,12.62392762282932,7.091327944707847,70.75281974095981,71,44.5819805251553
S075,13.868529856299899,6.809019629023046,76.08821453039886,66,53.03630780744159
S089,14.09099201781056,9.997433812085598,50.40176507200985,47,33.039572515334
S081,1.5831689934840132,5.943146972381724,68.95205700223943,100,46.18011966576299
S018,8.355116786718968,6.719727747803253,69.60136449533846,90,25.847648501788424
S057,4.488706452350835,2.6999374647572933,39.575413250734684,58,21.793716771628358
S103,12.204520521001848,9.414507041582244,59.15908232044674,98,48.19224982210362
S003,8.853322578209054,7.66137100631576,51.84884251068785,61,41.92152218772158
S081,12.115028735336246,5.987413157693778,56.27960731360617,89,26.197225238247647
S166,5.853934713488748,7.656732284204059,41.917988659786886,52,42.03490202406215
S009,13.9043771636608,6.2947356388792635,85.74654695957398,86,58.66154004991388
S190,4.781964722102549,9.282489337681579,73.24795431265824,112,51.00913287442976
S070,13.702606161805981,10.122183547562017,73.81615767175563,76,46.88853881378604
S122,13.057876250980867,6.115499326661885,69.3428465482351,52,44.37068601137744
S118,8.305783311352242,8.79120053484089,57.551951121217705,62,50.21431143957101
S169,4.274657127342238,3.2309033808985363,58.473614436508726,53,36.97076966637063
S135,6.88134275285779,7.190980001879479,84.07512028179312,99,59.74898034853588
S124,11.073514544921796,6.698136675332281,68.68841207291688,79,38.870292518169634
S120,5.479221238927229,7.324664922298439,71.53308065501615,41,43.74564544714317
S030,12.077969991622261,9.753296357473538,46.19781178106682,29,25.2794006520389
S160,7.637497927606834,7.377072257307676,39.73581559681285,48,41.77731596339702
S138,7.40510973357352,9.4916366909142,69.82768941157609,72,26.08277749652098
S183,4.936666443577494,10.086423968670447,88.43235750975859,63,26.693028477833874
S165,5.788949192018594,10.798593970913421,71.07678803504946,47,39.89111944376342
S027,7.118250901543614,7.807920657469432,64.09079261524619,50,52.64300578239694
S097,3.705949184868168,6.567207610929603,80.32818356569247,69,54.6743795266707
S123,13.975514718792539,5.62285702739554,105.71703687864854,73,47.24842751202623
S176,5.677053493836665,9.052566365977542,76.80057478483783,29,40.59079158577573
S158,3.176963746759199,6.343027992358658,40.38685235680936,45,32.8330752921685
S086,7.101492522470874,6.83131378437621,71.15581497012234,66,43.35691780881623
S092,8.640118487558631,6.195840131672885,90.76537485748159,76,35.71811641842126
S135,2.4162322660737665,3.362938738758931,58.54419881854211,71,11.944539663409738
S148,12.382344490148546,9.042186010083556,82.13193385550468,105,36.90459456157791
S098,10.884035084505486,10.320944874873822,58.23096488658628,62,36.19543291442909
S078,13.525981902824718,6.740507573068767,79.78267686853331,32,33.22404197044871
S192,3.249456023661104,5.525147107311668,62.74218379220932,50,14.282111107168078
S050,6.0964669879886095,6.389261025326689,77.80047892264561,37,33.83620339120427
S076,8.150374238851496,7.216445647060205,102.37429930164902,35,37.401380730219806
S111,11.72889448126272,10.670748400787527,78.3318381634567,74,51.91447165986358
S036,2.4599667297567986,3.3315821582603506,85.94970679980489,71,29.846845384420018
S116,8.67870338597444,10.216937926584428,59.50608475884114,53,51.19792047783275
S058,6.2268616544872675,7.029340568857324,53.3916080027782,69,38.50399447746134
S115,14.268417343107009,7.315402659114616,50.72551819683567,80,19.398047367067875
S130,9.807962904055055,4.655259629632662,90.9597656691806,75,33.905745865844395
S051,6.674167921746489,7.271191219341787,72.21166297567252,100,55.561482634634515
S046,8.40810577659813,7.708708688543243,89.3623026600224,78,40.86596198403106
S016,4.549364424659924,8.72634484746023,85.0724989652929,96,41.74881312137977
S063,6.493349384925056,9.41270973452901,93.73206651695268,92,31.765245571555933
S110,16.587549668946775,7.682206022890826,65.67909581769774,90,30.227856522591026
S129,13.133816959799029,6.004114941849595,64.7687170600853,37,35.299207399774474
S077,3.560019787499943,6.848754620896093,69.92290395220382,68,31.82726748825014
S103,16.258122954997454,8.169359684309207,69.34700288719176,89,51.37802539847927
S006,5.471500990316375,5.410543111738046,107.50403162002218,54,31.187827906953142
S176,9.289946593449928,6.628762137496011,38.34002376665216,112,40.42294132804524
S007,14.974191718971785,6.812297611811131,44.404268774934884,71,44.03092166405221
S045,9.287911986559626,6.713202644345851,52.812089757162816,44,28.08795299753463
S032,3.6922466560127396,7.647695976162037,67.55728951465456,64,34.46415788234865
S129,15.37380950715509,8.298472336283483,63.63599675709061,71,29.575362435450614
S196,7.9795275348319485,7.765818547698103,83.30046239771653,71,34.06042481096859
S168,8.58492430353037,8.734838913460559,59.31206674751307,98,30.655852168136512
S014,14.975304520999249,10.70482562784725,68.22475712903221,49,26.42525958235328
S070,11.938174709248988,9.59828770074754,70.24185172682503,86,48.98072412931387
S088,0.022391546817954744,7.527088040701029,43.87891323745784,71,33.34101696743008
S047,9.816014541560007,2.9263768523169134,69.2607883381679,95,48.35174259332519
S196,2.818740130987262,10.714590511473984,36.833580111727855,28,41.643787511942634
S064,0.5399347554831428,7.320575826981118,75.5742829065943,82,38.59155614081295
S172,12.263335367208471,6.199969557342339,87.6315216699335,100,41.73844754326938
S197,10.603125783230642,8.818704463215148,37.18351722087327,91,37.45490577228031
S187,3.3060735923847355,7.487629815544277,60.26078152884621,60,48.324582413239085
S198,6.743124228534375,8.112374725785699,79.56980141596122,68,37.52461484675182
S091,15.104562900134122,5.870362849903103,54.538369978584456,89,47.96850617879527
S046,6.381285216069337,9.109382321120682,90.27185349263296,80,24.33677589965246
S107,9.695698313139987,10.264135229921832,83.62998336666084,56,53.781801088743634
S006,7.364996612751729,8.107761880119197,57.19190088801597,88,47.86395317088058
S045,7.503680632389363,4.939386577247997,83.61656101088946,38,37.5873766444249
S055,0.43347817382340637,6.899711135128908,48.48163538919675,58,43.40199848551867
S029,3.06171016179818,9.002621934640741,80.27698552134453,53,48.75166934590217
S131,7.281919790049686,9.964243486964628,56.106079686612254,79,40.49612903830166
S134,5.6480492046769175,10.462273585898645,59.14378566623303,71,45.8240454850115
S175,13.258490934656074,6.933658225927664,60.444610692214205,97,13.909089864249701
S019,4.85543760315623,9.426165256910151,74.1343803092569,54,41.86415445278893
S130,-0.8300147715226429,5.324506257557584,90.40887250889489,66,56.069407865349845
S185,13.87225179177376,8.974395077845589,65.53528865685462,75,24.25213706309145
S168,14.66057756286433,4.20991862937619,39.94469778483575,78,31.64174019418451
S037,9.346276675770365,8.92363480280951,106.61568417107046,81,29.22678191809116
S126,8.722617166406565,8.43957935379379,83.02713888482657,95,30.335861524632847
S137,4.88556101311565,6.342525006107562,73.2500572109267,62,49.71706013615869
S168,7.877895931004707,10.392710953180226,77.44689277266099,58,33.07614060011971
S186,14.060566889545335,9.456415947475623,76.81349736036663,67,34.67178548360651
S066,6.758777529046441,6.543855038477693,75.59226713839601,60,37.58774825164128
S128,12.249732118145669,9.776711007626385,79.13021232079281,36,37.25065670199616
